datetime,chla_rfu,do,par,phyco,temp
2008-02-13,,12.8,,,0.4
2008-02-14,,,,,
2008-02-15,,,,,
2008-02-16,,,,,
2008-02-17,,,,,
2008-02-18,,,,,
2008-02-19,,,,,
2008-02-20,,,,,
2008-02-21,,,,,
2008-02-22,,,,,
2008-02-23,,,,,
2008-02-24,,,,,
2008-02-25,,,,,
2008-02-26,,,,,
2008-02-27,,,,,
2008-02-28,,,,,
2008-02-29,,,,,
2008-03-01,,,,,
2008-03-02,,,,,
2008-03-03,,,,,
2008-03-04,,,,,
2008-03-05,,,,,
2008-03-06,,,,,
2008-03-07,,,,,
2008-03-08,,,,,
2008-03-09,,,,,
2008-03-10,,,,,
2008-03-11,,,,,
2008-03-12,,,,,
2008-03-13,,,,,
2008-03-14,,,,,
2008-03-15,,,,,
2008-03-16,,,,,
2008-03-17,,,,,
2008-03-18,,,,,
2008-03-19,,,,,
2008-03-20,,,,,
2008-03-21,,,,,
2008-03-22,,,,,
2008-03-23,,,,,
2008-03-24,,,,,
2008-03-25,,,,,
2008-03-26,,,,,
2008-03-27,,,,,
2008-03-28,,,,,
2008-03-29,,,,,
2008-03-30,,,,,
2008-03-31,,,,,
2008-04-01,,,,,
2008-04-02,,,,,
2008-04-03,,,,,
2008-04-04,,,,,
2008-04-05,,,,,
2008-04-06,,,,,
2008-04-07,,,,,
2008-04-08,,,,,
2008-04-09,,,,,
2008-04-10,,,,,
2008-04-11,,,,,
2008-04-12,,,,,
2008-04-13,,,,,
2008-04-14,,15.4,,,3.1
2008-04-15,,,,,
2008-04-16,,,,,
2008-04-17,,,,,
2008-04-18,,,,,
2008-04-19,,,,,
2008-04-20,,,,,
2008-04-21,,,,,
2008-04-22,,,,,
2008-04-23,,,,,
2008-04-24,,,,,
2008-04-25,,,,,
2008-04-26,,,,,
2008-04-27,,,,,
2008-04-28,,16.0,,,7.7
2008-04-29,,,,,
2008-04-30,,,,,
2008-05-01,,,,,
2008-05-02,,,,,
2008-05-03,,,,,
2008-05-04,,,,,
2008-05-05,,,,,
2008-05-06,,,,,
2008-05-07,,,,,
2008-05-08,,,,,
2008-05-09,,,,,
2008-05-10,,,,,
2008-05-11,,,,,
2008-05-12,,13.5,,,10.0
2008-05-13,,,,,
2008-05-14,,,,,
2008-05-15,,,,,
2008-05-16,,,,,
2008-05-17,,,,,
2008-05-18,,,,,
2008-05-19,,,,,
2008-05-20,,,,,
2008-05-21,,,,,
2008-05-22,,,,,
2008-05-23,,,,,
2008-05-24,,,,,
2008-05-25,,,,,
2008-05-26,,,,,
2008-05-27,,,,,
2008-05-28,,11.1,,,14.7
2008-05-29,,,,,
2008-05-30,,,,,
2008-05-31,,,,,
2008-06-01,,,,,
2008-06-02,,,,,
2008-06-03,,,,,
2008-06-04,,,,,
2008-06-05,,,,,
2008-06-06,,,,,
2008-06-07,,,,,
2008-06-08,,,,,
2008-06-09,,9.7,,,17.9
2008-06-10,,,,,
2008-06-11,,,,,
2008-06-12,,,,,
2008-06-13,,,,,
2008-06-14,,,,,
2008-06-15,,,,,
2008-06-16,,,,,
2008-06-17,,,,,
2008-06-18,,,,,
2008-06-19,,,,,
2008-06-20,,,,,
2008-06-21,,,,,
2008-06-22,,,,,
2008-06-23,,13.0,,,21.3
2008-06-24,,,,,
2008-06-25,,,,,
2008-06-26,,,,,
2008-06-27,4502.7,11.87,,7354.8,23.119999999999997
2008-06-28,3154.7,9.81,,2186.75,22.365000000000002
2008-06-29,3302.7,9.5,,2673.2,21.83
2008-06-30,3555.3999999999996,9.44,,3169.1,21.555
2008-07-01,4242.05,10.54,,5902.15,22.2
2008-07-02,3562.55,10.16,,3412.0,22.265
2008-07-03,4164.3,9.99,,5173.55,22.115000000000002
2008-07-04,3702.75,10.79,,3970.95,22.61
2008-07-05,3602.6499999999996,10.83,,2828.05,22.71
2008-07-06,3943.9,11.25,,3694.4,22.385
2008-07-07,3688.9,11.27,,3869.1,22.96
2008-07-08,3007.8,10.41,,2632.6499999999996,22.990000000000002
2008-07-09,3094.6,10.8,,2399.6000000000004,23.16
2008-07-10,3448.5,10.41,,2179.2,23.494999999999997
2008-07-11,3869.1,10.15,,3141.4,23.23
2008-07-12,,,,,
2008-07-13,3670.55,9.27,,1757.35,23.035
2008-07-14,4269.5,10.61,,2156.5,23.96
2008-07-15,4036.1,9.92,,1873.1,23.487499999999997
2008-07-16,3976.0,10.06,,1686.2,23.564999999999998
2008-07-17,3848.4,9.56,,1782.2,23.5
2008-07-18,4013.7,10.57,,9596.05,24.1425
2008-07-19,3708.8,12.13,,7538.0,25.29
2008-07-20,3134.7,10.22,,6329.5,24.895
2008-07-21,3374.4,12.12,,7528.0,25.77
2008-07-22,3585.4,11.8,,8069.7,25.54
2008-07-23,4142.9,11.18,,5936.9,25.134999999999998
2008-07-24,5983.6,12.12,,9053.6,25.134999999999998
2008-07-25,5358.8,11.114999999999998,,8102.2,24.76
2008-07-26,3014.5,11.39,,8866.6,24.85
2008-07-27,3483.6,11.03,,7553.05,24.89
2008-07-28,3502.05,10.97,,5710.5,25.02
2008-07-29,3468.5,10.73,,7421.2,24.99
2008-07-30,3705.6,10.86,,10021.5,25.25
2008-07-31,4436.7,10.844999999999999,,11370.5,25.91
2008-08-01,4337.8,11.415,,11430.5,25.955
2008-08-02,3027.8,11.18,,5825.2,26.41
2008-08-03,3328.3,10.17,,5352.2,25.634999999999998
2008-08-04,3475.2,9.21,,5878.8,25.025
2008-08-05,3996.0,9.1,,6042.4,25.06
2008-08-06,3548.7,9.15,,5284.6,25.119999999999997
2008-08-07,3288.3,8.95,,5256.25,24.72
2008-08-08,3336.1,9.02,,4686.950000000001,24.5
2008-08-09,,,,,
2008-08-10,3886.3,9.34,,5226.049999999999,24.262500000000003
2008-08-11,3443.0,10.09,,4640.15,24.185000000000002
2008-08-12,3148.1,11.24,,4593.450000000001,24.369999999999997
2008-08-13,3079.0,10.47,,5314.35,24.015
2008-08-14,2928.3,11.83,,6261.1,24.205
2008-08-15,2622.9,10.42,,4503.25,23.955
2008-08-16,2652.9,11.07,,5513.1,23.88
2008-08-17,2698.7,10.81,,5349.8,23.93
2008-08-18,2988.25,11.22,,6135.3,24.055
2008-08-19,3488.55,12.12,,6067.6,24.655
2008-08-20,3021.25,11.48,,5605.25,24.189999999999998
2008-08-21,3095.7,10.68,,5018.7,23.835
2008-08-22,3445.8500000000004,10.58,,5836.6,23.9
2008-08-23,3730.2,10.87,,5773.799999999999,24.064999999999998
2008-08-24,4251.1,11.02,,5994.3,24.035
2008-08-25,3282.55,11.07,,5413.3,23.895
2008-08-26,2962.1,10.73,,5189.5,23.455
2008-08-27,2894.0,10.56,,4954.1,23.145
2008-08-28,,,,,
2008-08-29,2828.5,11.58,,5494.6,23.42
2008-08-30,2719.4,12.26,,4782.1,23.665
2008-08-31,2346.5,12.93,,3502.9,24.39
2008-09-01,2520.2,11.96,,4286.2,23.84
2008-09-02,2485.9,11.035,,3743.5,23.55
2008-09-03,2470.5,11.23,,3349.5,23.785
2008-09-04,2600.3,10.49,,3459.7,23.075
2008-09-05,2564.85,10.25,,3028.55,22.34
2008-09-06,2547.2,10.04,,3096.2,21.985
2008-09-07,2597.8,10.17,,3203.6,21.755000000000003
2008-09-08,2687.5,10.24,,3333.9,21.37
2008-09-09,,,,,
2008-09-10,12035.5,11.29,,3417.95,20.799999999999997
2008-09-11,10448.0,10.96,,3551.0,20.41
2008-09-12,5952.45,11.01,,4970.75,20.48
2008-09-13,6882.15,11.51,,6357.1,20.494999999999997
2008-09-14,,,,,
2008-09-15,13442.0,10.97,,8346.7,19.875
2008-09-16,11538.5,11.16,,11591.5,19.685000000000002
2008-09-17,12309.0,11.39,,12498.5,19.615000000000002
2008-09-18,12524.0,11.85,,13593.0,19.94
2008-09-19,5537.7,11.815000000000001,,3584.7,19.54
2008-09-20,8208.65,,,5243.9,19.735
2008-09-21,9455.5,,,6263.15,21.145
2008-09-22,6871.5,,,3887.1000000000004,20.174999999999997
2008-09-23,5678.950000000001,,,3176.9,20.009999999999998
2008-09-24,6908.3,,,4369.5,20.375
2008-09-25,,,,,
